date,hour,state,cases,newcases,deaths,newdeaths
2020-03-15,19:15,Santa Catarina,6,2,0,0
2020-03-16,15:50,Santa Catarina,7,1,0,0
2020-03-17,18:10,Santa Catarina,7,0,0,0
2020-03-18,20:00,Santa Catarina,10,3,0,0
2020-03-19,,Santa Catarina,21,11,0,0
2020-03-20,,Santa Catarina,40,19,0,0
2020-03-21,,Santa Catarina,51,11,0,0
2020-03-22,,Santa Catarina,57,6,0,0
2020-03-23,,Santa Catarina,86,29,0,0
2020-03-24,,Santa Catarina,108,22,0,0
2020-03-25,,Santa Catarina,109,1,0,0
2020-03-26,,Santa Catarina,122,13,1,1
2020-03-27,,Santa Catarina,149,27,1,0
2020-03-28,,Santa Catarina,184,35,0,-1
2020-03-29,,Santa Catarina,194,10,1,1
2020-01-30,16:00,São Paulo,0,0,0,0
2020-01-31,12:00,São Paulo,0,0,0,0
2020-02-01,12:00,São Paulo,0,0,0,0
2020-02-02,12:00,São Paulo,0,0,0,0
2020-02-03,16:00,São Paulo,0,0,0,0
2020-02-04,15:00,São Paulo,0,0,0,0
2020-02-05,12:00,São Paulo,0,0,0,0
2020-02-06,15:30,São Paulo,0,0,0,0
2020-02-06,15:30,São Paulo,0,0,0,0
2020-02-07,15:30,São Paulo,0,0,0,0
2020-02-08,13:30,São Paulo,0,0,0,0
2020-02-09,13:30,São Paulo,0,0,0,0
2020-02-10,15:30,São Paulo,0,0,0,0
2020-02-11,16:00,São Paulo,0,0,0,0
2020-02-12,16:00,São Paulo,0,0,0,0
2020-02-13,16:00,São Paulo,0,0,0,0
2020-02-14,16:00,São Paulo,0,0,0,0
2020-02-15,14:00,São Paulo,0,0,0,0
2020-02-16,12:00,São Paulo,0,0,0,0
2020-02-17,15:50,São Paulo,0,0,0,0
2020-02-18,15:50,São Paulo,0,0,0,0
2020-02-19,15:50,São Paulo,0,0,0,0
2020-02-20,15:50,São Paulo,0,0,0,0
2020-02-21,14:30,São Paulo,0,0,0,0
2020-02-22,13:40,São Paulo,0,0,0,0
2020-02-23,12:30,São Paulo,0,0,0,0
2020-02-24,12:25,São Paulo,0,0,0,0
2020-02-25,13:50,São Paulo,0,0,0,0
2020-02-25,13:50,São Paulo,0,0,0,0
2020-02-26,11:30,São Paulo,1,1,0,0
2020-02-27,17:00,São Paulo,1,0,0,0
2020-02-28,16:10,São Paulo,1,0,0,0
2020-02-29,19:05,São Paulo,2,1,0,0
2020-03-01,15:05,São Paulo,2,0,0,0
2020-03-02,16:30,São Paulo,2,0,0,0
2020-03-03,15:50,São Paulo,2,0,0,0
2020-03-04,17:15,São Paulo,3,1,0,0
2020-03-05,16:00,São Paulo,6,3,0,0
2020-03-06,16:00,São Paulo,10,4,0,0
2020-03-07,18:35,São Paulo,13,3,0,0
2020-03-08,17:30,São Paulo,16,3,0,0
2020-03-10,16:05,São Paulo,19,3,0,0
2020-03-11,16:45,São Paulo,30,11,0,0
2020-03-12,16:20,São Paulo,42,12,0,0
2020-03-13,15:45,São Paulo,56,14,0,0
2020-03-14,16:25,São Paulo,65,9,0,0
2020-03-15,19:15,São Paulo,136,71,0,0
2020-03-16,15:50,São Paulo,152,16,0,0
2020-03-17,18:10,São Paulo,164,12,1,1
2020-03-18,20:00,São Paulo,240,76,4,3
2020-03-19,,São Paulo,286,46,5,1
2020-03-20,,São Paulo,345,59,9,4
2020-03-21,,São Paulo,459,114,15,6
2020-03-22,,São Paulo,631,172,22,7
2020-03-23,,São Paulo,745,114,30,8
2020-03-24,,São Paulo,810,65,40,10
2020-03-25,,São Paulo,862,52,48,8
2020-03-26,,São Paulo,1052,190,58,10
2020-03-27,,São Paulo,1223,171,68,10
2020-03-28,,São Paulo,1406,183,84,16
2020-03-29,,São Paulo,1451,45,98,14
2020-03-02,16:30,Sergipe,0,0,0,0
2020-03-03,15:50,Sergipe,0,0,0,0
2020-03-04,17:15,Sergipe,0,0,0,0
2020-03-05,16:00,Sergipe,0,0,0,0
2020-03-06,16:00,Sergipe,0,0,0,0
2020-03-07,18:35,Sergipe,0,0,0,0
2020-03-08,17:30,Sergipe,0,0,0,0
2020-03-10,16:05,Sergipe,0,0,0,0
2020-03-11,16:45,Sergipe,0,0,0,0
2020-03-12,16:20,Sergipe,0,0,0,0
2020-03-13,15:45,Sergipe,0,0,0,0
2020-03-14,16:25,Sergipe,0,0,0,0
2020-03-15,19:15,Sergipe,1,1,0,0
2020-03-16,15:50,Sergipe,1,0,0,0
2020-03-17,18:10,Sergipe,4,3,0,0
2020-03-18,20:00,Sergipe,5,1,0,0
2020-03-19,,Sergipe,6,1,0,0
2020-03-20,,Sergipe,7,1,0,0
2020-03-21,,Sergipe,10,3,0,0
2020-03-22,,Sergipe,10,0,0,0
2020-03-23,,Sergipe,10,0,0,0
2020-03-24,,Sergipe,15,5,0,0
2020-03-25,,Sergipe,16,1,0,0
2020-03-26,,Sergipe,16,0,0,0
2020-03-27,,Sergipe,16,0,0,0
2020-03-28,,Sergipe,16,0,1,1
2020-03-29,,Sergipe,16,0,0,-1
2020-03-13,15:45,Tocantins,0,0,0,0
2020-03-14,16:25,Tocantins,0,0,0,0
2020-03-15,19:15,Tocantins,0,0,0,0
2020-03-16,15:50,Tocantins,0,0,0,0
2020-03-17,18:10,Tocantins,0,0,0,0
2020-03-18,20:00,Tocantins,0,0,0,0
2020-03-19,,Tocantins,1,1,0,0
2020-03-20,,Tocantins,1,0,0,0
2020-03-21,,Tocantins,2,1,0,0
2020-03-22,,Tocantins,2,0,0,0
2020-03-23,,Tocantins,5,3,0,0
2020-03-24,,Tocantins,7,2,0,0
2020-03-25,,Tocantins,7,0,0,0
2020-03-26,,Tocantins,7,0,0,0
2020-03-27,,Tocantins,8,1,0,0
2020-03-28,,Tocantins,9,1,0,0
2020-03-29,,Tocantins,9,0,0,0
